Project Geographic District ,Project Building Identifier,Project School Name,Project Type ,Project Description,Project Phase Name,Project Status Name,Project Phase Actual Start Date,Project Phase Planned End Date,Project Phase Actual End Date,Project Budget Amount,Final Estimate of Actual Costs Through End of Phase Amount,Total Phase Actual Spending Amount,DSF Number(s)
16,K455,BOYS & GIRLS HS - BROOKLYN,SCA CIP,PATH OF TRAVEL GYM UPGRADE,Scope,Complete,1/25/2023,4/25/2023,6/28/2023,3852,16629,16629,DSF0001083962
16,K455,BOYS & GIRLS HS - BROOKLYN,SCA CIP,PATH OF TRAVEL GYM UPGRADE,Design,Complete,7/10/2023,11/9/2023,2/13/2024,17333,29921,3617,DSF0001083962
16,K455,BOYS & GIRLS HS - BROOKLYN,SCA CIP,PATH OF TRAVEL GYM UPGRADE,Construction,PNS,PNS,PNS,PNS,223404,223404,3401,DSF0001083962
16,K455,BOYS & GIRLS HS - BROOKLYN,SCA CIP,PATH OF TRAVEL GYM UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,41407,41407,3346,DSF0001083962
16,K455,BOYS & GIRLS HS - BROOKLYN,SCA CIP,GYM ROOFS,Scope,In-Progress,7/23/2025,12/9/2025,,28886,28886,422,DSF0001121632
16,K455,BOYS & GIRLS HS - BROOKLYN,SCA CIP,GYM ROOFS,Design,PNS,PNS,PNS,PNS,134802,134802,1687,DSF0001121632
16,K455,BOYS & GIRLS HS - BROOKLYN,SCA CIP,GYM ROOFS,Construction,PNS,PNS,PNS,PNS,2137577,2137577,0,DSF0001121632
16,K455,BOYS & GIRLS HS - BROOKLYN,SCA CIP,GYM ROOFS,"CM,F&E",PNS,PNS,PNS,PNS,211832,211832,920,DSF0001121632
16,K455,BOYS & GIRLS HS - BROOKLYN,SCA IEH,PO18-ABATE 4'' X 4'' AROUND THE STEAM PIPE THROUGH THE FLOOR AROUND THE STEAM PIPE IN 4TH FL HALLWAY,Construction,Complete,5/5/2025,IEH,6/22/2025,IEH,14678,633,SCA0000074229
16,K455,BOYS & GIRLS HS - BROOKLYN,SCA IEH,PO18-ABATE/PENETRATE 1 HOLE 2' DIAMETER THROUGH FLOOR TO CEILING BELOW IN THE BASEMENT/(FIRST FL) AT,Construction,Complete,5/30/2025,IEH,6/24/2025,IEH,982,232,SCA0000074327
16,K455,BOYS & GIRLS HS - BROOKLYN,Fast Track Projects,ELECTRICAL WORK FOR A/C INITIATIVE,Construction,In-Progress,8/4/2020,FTK,,FTK,482499,423827,DSF0000912757
16,K455,BOYS & GIRLS HS - BROOKLYN,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,99000,0,DSF0001033092
16,K455,NELSON MANDELA SCHOOL FOR SOCIAL JUSTICE,DOE - RESOA,FY21 RESO A FABLAB,Construction,PNS,PNS,PNS,PNS,DOER,250000,0,DSF0000961251
16,K455,BOYS & GIRLS HS - BROOKLYN,DOE - Skilled Trades,EMERGENCY POWER FOR QUICK CONNECT PROGRAM,Construction,In-Progress,11/1/2023,DOES,,DOES,1151564,0,DSF0001083760
16,K456,BOYS & GIRLS HS - BROOKLYN,DOE - RESOA,FY14 RESO A ATHLETIC FIELDS,Construction,PNS,PNS,PNS,PNS,DOER,2428377,0,DSF0000798666
16,K987,BROOKLYN HIGH SCHOOL FOR LAW AND TECHNOLOGY - K,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,110000,0,DSF0001033097
16,K987,BROOKLYN HIGH SCHOOL FOR LAW AND TECHNOLOGY - K,DOE - Skilled Trades,BATHROOM UPGRADES,Construction,In-Progress,7/7/2022,DOES,,DOES,254093,0,DSF0001034236
17,K002,I.S. 2 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / CONDENSING UNITS DX COILS REPLACEMENT / VENTILATION / CLIMATE CONTROL / LOW-VOLTAGE ELECTRICAL SYSTEM,Scope,Complete,10/16/2018,3/6/2019,2/20/2019,133778,215680,134699,"DSF0000868429, DSF0000868430, DSF0000868432, DSF0000891044, DSF0000891163, DSF0000891142, DSF0000891143"
17,K002,I.S. 2 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / CONDENSING UNITS DX COILS REPLACEMENT / VENTILATION / CLIMATE CONTROL / LOW-VOLTAGE ELECTRICAL SYSTEM,Design,Complete,2/20/2019,7/22/2019,6/30/2020,660659,908817,788251,"DSF0000868429, DSF0000868430, DSF0000868432, DSF0000891044, DSF0000891163, DSF0000891142, DSF0000891143"
17,K002,I.S. 2 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / CONDENSING UNITS DX COILS REPLACEMENT / VENTILATION / CLIMATE CONTROL / LOW-VOLTAGE ELECTRICAL SYSTEM,Construction,Complete,7/14/2021,10/1/2023,9/3/2024,14153170,14183704,12740428,"DSF0000868429, DSF0000868430, DSF0000868432, DSF0000891044, DSF0000891163, DSF0000891142, DSF0000891143"
17,K002,I.S. 2 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / CONDENSING UNITS DX COILS REPLACEMENT / VENTILATION / CLIMATE CONTROL / LOW-VOLTAGE ELECTRICAL SYSTEM,"CM,F&E",Complete,7/14/2021,10/1/2023,9/3/2024,998143,1268728,1241976,"DSF0000868429, DSF0000868430, DSF0000868432, DSF0000891044, DSF0000891163, DSF0000891142, DSF0000891143"
17,K002,K141 SPED - BROOKLYN,SCA Furniture & Equipment,FY24 RESO A MOBILE SCIENCE LABS,F&E,PNS,PNS,PNS,PNS,125000,125000,0,DSF0001085934
17,K002,K141 SPED - BROOKLYN,SCA Furniture & Equipment,FY24 RESO A MOBILE SCIENCE LABS,F&E,PNS,PNS,PNS,PNS,125000,125000,0,DSF0001085935
17,K002,I.S. 2 - BROOKLYN,Fast Track Projects,FY24 RESO A ROOM CONVERSION,Construction,PNS,FTK,FTK,FTK,FTK,285673,100123,DSF0001085933
17,K002,I.S. 2 - BROOKLYN,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,Complete,6/28/2024,DOES,8/1/2024,DOES,50832,,DSF0001084722
17,K006,P.S. 6 - BROOKLYN,SCA CIP,PARAPETS,Scope,Complete,10/12/2022,3/2/2023,1/20/2023,22508,78875,71809,DSF0001009491
17,K006,P.S. 6 - BROOKLYN,SCA CIP,PARAPETS,Design,Complete,2/1/2023,7/5/2023,5/9/2023,112539,186794,182862,DSF0001009491
17,K006,P.S. 6 - BROOKLYN,SCA CIP,PARAPETS,Construction,In-Progress,9/18/2023,3/10/2025,,2532134,2320848,1855127,DSF0001009491
17,K006,P.S. 6 - BROOKLYN,SCA CIP,PARAPETS,"CM,F&E",In-Progress,9/18/2023,3/10/2025,,157850,371986,364401,DSF0001009491
17,K006,P.S. 6 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,3/12/2025,7/11/2025,3/13/2025,4160,1359,1359,DSF0001087361
17,K006,P.S. 6 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,3/13/2025,9/8/2025,8/26/2025,16642,5438,5438,DSF0001087361
17,K006,P.S. 6 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Construction,PNS,PNS,PNS,PNS,239225,239225,0,DSF0001087361
17,K006,P.S. 6 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",PNS,PNS,PNS,PNS,61366,61366,2805,DSF0001087361
17,K006,P.S. 6 - BROOKLYN,SCA Emergency Response,EMERGENCY STABILIZATION,Construction,In-Progress,2/10/2022,EMER,,EMER,476741,449857,SCA0000070859
17,K006,P.S. 6 - BROOKLYN,Fast Track Projects,FY25 RESO A GYMNASIUM UPGRADE,Construction,PNS,FTK,FTK,FTK,FTK,200000,0,DSF0001112512
17,K006,P.S. 6 - BROOKLYN,DOE - Skilled Trades,ADA SHELTER COMPLIANCE,Construction,In-Progress,9/17/2018,DOES,,DOES,90004,0,DSF0000865885
17,K022,P.S. 705 - BROOKLYN,SCA CIP,WALK-IN REFRIGERATORS AND FREEZERS,Scope,Complete,6/15/2023,10/16/2023,10/12/2023,11100,20351,20351,DSF0001083789
17,K022,P.S. 705 - BROOKLYN,SCA CIP,WALK-IN REFRIGERATORS AND FREEZERS,Design,Complete,10/12/2023,3/12/2024,3/19/2024,49950,73033,70214,DSF0001083789
17,K022,P.S. 705 - BROOKLYN,SCA CIP,WALK-IN REFRIGERATORS AND FREEZERS,Construction,In-Progress,8/6/2024,9/9/2025,,643800,570300,148840,DSF0001083789
17,K022,P.S. 705 - BROOKLYN,SCA CIP,WALK-IN REFRIGERATORS AND FREEZERS,"CM,F&E",In-Progress,8/6/2024,9/9/2025,,119325,85712,39594,DSF0001083789
17,K022,P.S. 705 - BROOKLYN,DIIT - Project Connect,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,11/1/2019,DIIT,,DIIT,301292,0,DSF0000959750
17,K022,P.S. 705 - BROOKLYN,DIIT - RESOA,FY26 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,122000,0,DSF0001163533
17,K022,P.S. 705 - BROOKLYN,DOE - RESOA,FY18 RESO A SCIENCE LAB,Construction,In-Progress,5/14/2019,DOER,,DOER,250000,22600,DSF0000867774
17,K022,P.S. 705 - BROOKLYN,DOE - Skilled Trades,DOMESTIC WATER MAIN AND VALVE REPLACEMENTS,Construction,In-Progress,6/5/2021,DOES,,DOES,115180,0,DSF0001008922
17,K061,I.S. 61 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY / DOORS / SIDEWALK ELEVATOR / HVAC UPGRADE FOR CLASSROOMS AND PA SPACES / ELECTRICAL UPGRADE / HOT WATER HEATERS / FIRE ALARM SYSTEM REPLACEMENT,Scope,Complete,10/19/2018,3/11/2019,1/31/2019,762293,290297,290297,"DSF0000869270, DSF0000869271, DSF0000869272, DSF0000869273, DSF0000892040, DSF0000912331, DSF0001010395, DSF0001034510, DSF0001083771, DSF0001083770"
17,K061,I.S. 61 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY / DOORS / SIDEWALK ELEVATOR / HVAC UPGRADE FOR CLASSROOMS AND PA SPACES / ELECTRICAL UPGRADE / HOT WATER HEATERS / FIRE ALARM SYSTEM REPLACEMENT,Design,Complete,2/6/2019,7/9/2019,5/8/2024,3788468,4177684,2668413,"DSF0000869270, DSF0000869271, DSF0000869272, DSF0000869273, DSF0000892040, DSF0000912331, DSF0001010395, DSF0001034510, DSF0001083771, DSF0001083770"
17,K061,I.S. 61 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY / DOORS / SIDEWALK ELEVATOR / HVAC UPGRADE FOR CLASSROOMS AND PA SPACES / ELECTRICAL UPGRADE / HOT WATER HEATERS / FIRE ALARM SYSTEM REPLACEMENT,Construction,In-Progress,5/27/2025,11/1/2029,,83250639,74694012,131937,"DSF0000869270, DSF0000869271, DSF0000869272, DSF0000869273, DSF0000892040, DSF0000912331, DSF0001010395, DSF0001034510, DSF0001083771, DSF0001083770"
17,K061,I.S. 61 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY / DOORS / SIDEWALK ELEVATOR / HVAC UPGRADE FOR CLASSROOMS AND PA SPACES / ELECTRICAL UPGRADE / HOT WATER HEATERS / FIRE ALARM SYSTEM REPLACEMENT,"CM,F&E",In-Progress,5/27/2025,11/1/2029,,5508591,533164,311744,"DSF0000869270, DSF0000869271, DSF0000869272, DSF0000869273, DSF0000892040, DSF0000912331, DSF0001010395, DSF0001034510, DSF0001083771, DSF0001083770"
17,K061,I.S. 61 - BROOKLYN,SCA IEH,PO18-PLEASE REMOVE APPROX. 16 LINEAR FT OF 2' STEAM PIPE INSULATION 8 FT UP IN OUTSIDE STORE ROOM BY,Construction,Complete,6/9/2025,IEH,6/27/2025,IEH,19900,1772,SCA0000074352
17,K061,I.S. 61 - BROOKLYN,SCA IEH,"PO18-RESPONSE ACTION DUE TO OBSERVED DAMAGE AT LOCATIONS ABATE, TEST AS NEEDED",Construction,In-Progress,8/11/2025,IEH,,IEH,1123,373,SCA0000074639
17,K061,I.S. 61 - BROOKLYN,DIIT - RESOA,FY19 RESO A TECHNOLOGY UPGRADE,Purch & Install,In-Progress,3/13/2020,DIIR,,DIIR,150000,0,DSF0000890746
17,K061,K753 SPED - BROOKLYN,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,175000,0,DSF0001033133
17,K091,P.S. 91 - BROOKLYN,SCA CIP,ELECTRICAL SYSTEM UPGRADE / FLOOD ELIMINATION / WINDOWS / EXTERIOR MASONRY / PARAPETS / ROOFS,Scope,Complete,12/1/2021,4/5/2022,1/19/2023,139292,213388,204211,"DSF0000985982, DSF0000985977, DSF0001083854, DSF0001061435, DSF0001061434, DSF0001061433"
17,K091,P.S. 91 - BROOKLYN,SCA CIP,ELECTRICAL SYSTEM UPGRADE / FLOOD ELIMINATION / WINDOWS / EXTERIOR MASONRY / PARAPETS / ROOFS,Design,Complete,1/20/2023,6/22/2023,5/12/2023,691081,507914,484997,"DSF0000985982, DSF0000985977, DSF0001083854, DSF0001061435, DSF0001061434, DSF0001061433"
17,K091,P.S. 91 - BROOKLYN,SCA CIP,ELECTRICAL SYSTEM UPGRADE / FLOOD ELIMINATION / WINDOWS / EXTERIOR MASONRY / PARAPETS / ROOFS,Construction,In-Progress,9/18/2023,2/3/2026,,15083717,13773738,11362245,"DSF0000985982, DSF0000985977, DSF0001083854, DSF0001061435, DSF0001061434, DSF0001061433"
17,K091,P.S. 91 - BROOKLYN,SCA CIP,ELECTRICAL SYSTEM UPGRADE / FLOOD ELIMINATION / WINDOWS / EXTERIOR MASONRY / PARAPETS / ROOFS,"CM,F&E",In-Progress,9/18/2023,2/3/2026,,1015426,593768,577550,"DSF0000985982, DSF0000985977, DSF0001083854, DSF0001061435, DSF0001061434, DSF0001061433"
17,K091,P.S. 91 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,1/30/2024,5/29/2024,4/2/2024,3818,5780,5780,DSF0001087385
17,K091,P.S. 91 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,4/2/2024,9/26/2024,9/25/2024,17181,23118,23118,DSF0001087385
17,K091,P.S. 91 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Construction,In-Progress,1/23/2025,2/26/2026,,221444,202523,186152,DSF0001087385
17,K091,P.S. 91 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",In-Progress,1/23/2025,2/26/2026,,88118,81243,26802,DSF0001087385
17,K091,P.S. 91 - BROOKLYN,SCA IEH,PO18-ABATE AND REPAIR DAMAGED ACM CEILING PLASTER IN ROOM 409 APPROX 10 SQFT,Construction,Complete,6/25/2025,IEH,6/28/2025,IEH,13207,1914,SCA0000074398
17,K091,P.S. 91 - BROOKLYN,DIIT - RESOA,FY26 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,500000,0,DSF0001164029
17,K091,P.S. 91 - BROOKLYN,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,Complete,7/6/2023,DOEL,11/20/2023,DOEL,209027,209027,NULL
17,K091,P.S. 91 - BROOKLYN,DOE - RESOA,FY23 RESO A AUDITORIUM UPGRADE,Construction,In-Progress,4/12/2024,DOER,,DOER,18044,0,DSF0001035410
17,K091,P.S. 91 - BROOKLYN,DOE - RESOA,FY26 RESO A LIBRARY UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,300000,0,DSF0001163652
17,K092,P.S. 92 - BROOKLYN,SCA IEH,PO18-ABATE APPROX 20 LFT PIPE INSULATION IN BASEMENT - ROOM B2,Construction,Complete,6/23/2025,IEH,8/9/2025,IEH,15747,1942,SCA0000074386
17,K092,P.S. 92 - BROOKLYN,SCA Furniture & Equipment,FY25 RESO A MOBILE SCIENCE CARTS,F&E,PNS,PNS,PNS,PNS,200000,200000,0,DSF0001112559
17,K092,P.S. 92 - BROOKLYN,DOE - RESOA,FY23 RESO A MULTIMEDIA CENTER,Construction,PNS,PNS,PNS,PNS,DOER,9394,0,DSF0001035599
17,K134,MEDGAR EVERS COLLEGE PREP SCHOOL ANNEX - BROOKLYN,SCA Capacity,NEW SCHOOL,Scope,Complete,2/10/2021,7/20/2021,9/30/2022,2062074,1805139,1780039,DSF0001008556
17,K134,MEDGAR EVERS COLLEGE PREP SCHOOL ANNEX - BROOKLYN,SCA Capacity,NEW SCHOOL,Design,In-Progress,10/3/2022,3/8/2022,,8248296,8248296,2260862,DSF0001008556
17,K134,MEDGAR EVERS COLLEGE PREP SCHOOL ANNEX - BROOKLYN,SCA Capacity,NEW SCHOOL,Construction,PNS,PNS,PNS,PNS,113929593,113929593,506511,DSF0001008556
17,K134,MEDGAR EVERS COLLEGE PREP SCHOOL ANNEX - BROOKLYN,SCA Capacity,NEW SCHOOL,"CM,Art,F&E",PNS,PNS,PNS,PNS,14950037,14950037,507059,DSF0001008556
17,K134,MEDGAR EVERS COLLEGE PREP SCHOOL ANNEX - BROOKLYN,SCA CIP,DEMOLITION,Scope,Complete,2/8/2021,3/5/2021,3/5/2021,18590,73121,73121,DSF0001008556
17,K134,MEDGAR EVERS COLLEGE PREP SCHOOL ANNEX - BROOKLYN,SCA CIP,DEMOLITION,Design,Complete,3/8/2021,5/21/2021,7/21/2022,92950,575694,343153,DSF0001008556
17,K134,MEDGAR EVERS COLLEGE PREP SCHOOL ANNEX - BROOKLYN,SCA CIP,DEMOLITION,Construction,In-Progress,10/31/2022,12/29/2022,,2091375,23309666,2990898,DSF0001008556
17,K134,MEDGAR EVERS COLLEGE PREP SCHOOL ANNEX - BROOKLYN,SCA CIP,DEMOLITION,"CM,F&E",In-Progress,10/31/2022,12/29/2022,,130130,1626532,622877,DSF0001008556
17,K138,P.S. 138 - BROOKLYN,SCA CIP,FLOOD ELIMINATION / PARAPETS / EXTERIOR MASONRY / ROOFS,Scope,Complete,11/29/2018,4/17/2019,8/26/2019,86270,120418,120368,"DSF0000870205, DSF0000870207, DSF0000870208, DSF0000960499"
17,K138,P.S. 138 - BROOKLYN,SCA CIP,FLOOD ELIMINATION / PARAPETS / EXTERIOR MASONRY / ROOFS,Design,Complete,8/28/2019,2/3/2020,4/28/2020,422009,491143,490231,"DSF0000870205, DSF0000870207, DSF0000870208, DSF0000960499"
17,K138,P.S. 138 - BROOKLYN,SCA CIP,FLOOD ELIMINATION / PARAPETS / EXTERIOR MASONRY / ROOFS,Construction,In-Progress,10/17/2022,7/7/2024,,8687347,9998053,8467106,"DSF0000870205, DSF0000870207, DSF0000870208, DSF0000960499"
17,K138,P.S. 138 - BROOKLYN,SCA CIP,FLOOD ELIMINATION / PARAPETS / EXTERIOR MASONRY / ROOFS,"CM,F&E",In-Progress,10/17/2022,7/7/2024,,673931,662575,634154,"DSF0000870205, DSF0000870207, DSF0000870208, DSF0000960499"
17,K138,P.S. 138 - BROOKLYN,SCA CIP RESOA,FY23 RESO A PLAYGROUND UPGRADE,Scope,Complete,3/8/2023,6/6/2023,6/13/2023,0,20696,20696,DSF0001035439
17,K138,P.S. 138 - BROOKLYN,SCA CIP RESOA,FY23 RESO A PLAYGROUND UPGRADE,Design,PNS,PNS,PNS,PNS,46016,25320,6845,DSF0001035439
17,K138,P.S. 138 - BROOKLYN,SCA CIP RESOA,FY23 RESO A PLAYGROUND UPGRADE,Construction,PNS,PNS,PNS,PNS,674896,814904,8620,DSF0001035439
17,K138,P.S. 138 - BROOKLYN,SCA CIP RESOA,FY23 RESO A PLAYGROUND UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,46016,55562,1466,DSF0001035439
17,K138,P.S. 138 - BROOKLYN,SCA CIP RESOA,PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,Scope,In-Progress,3/8/2023,6/7/2023,,0,0,0,DSF0001035440
17,K138,P.S. 138 - BROOKLYN,SCA CIP RESOA,PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,Design,PNS,PNS,PNS,PNS,4,4,0,DSF0001035440
17,K138,P.S. 138 - BROOKLYN,SCA CIP RESOA,PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,Construction,PNS,PNS,PNS,PNS,64,0,0,DSF0001035440
17,K138,P.S. 138 - BROOKLYN,SCA CIP RESOA,PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,4,430,430,DSF0001035440
17,K138,P.S. 138 - BROOKLYN,SCA IEH,"PO18-ROOM B03, 5 L.F. DAMAGED PIPE INSULATION ROOM B04, 1 L.F. HORSEHAIR PIPE, 1 L.F. JOINT, 1 L.F.",Construction,Complete,4/9/2025,IEH,5/10/2025,IEH,19825,3197,SCA0000074129
17,K138,P.S. 138 - BROOKLYN,SCA Furniture & Equipment,FY21 RESO A MOBILE SCIENCE LABS,F&E,PNS,PNS,PNS,PNS,200000,200000,0,DSF0000961277
17,K138,P.S. 138 - BROOKLYN,Fast Track Projects,FIRE SPRINKLER,Construction,In-Progress,9/12/2019,FTK,,FTK,259025,259025,DSF0000892983
17,K138,P.S. 138 - BROOKLYN,Fast Track Projects,RPZ VALVES,Construction,In-Progress,9/12/2019,FTK,,FTK,1288818,1288818,DSF0000892975
17,K138,EXPLORE EMPOWER CHARTER SCHL - K,DIIT - RESOA,FY20 RESO A TECHNOLOGY UPGRADE,Purch & Install,In-Progress,3/14/2021,DIIR,,DIIR,35000,0,DSF0000913530
17,K161,P.S. 161 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / FLOOD ELIMINATION,Scope,Complete,6/10/2021,12/9/2021,10/22/2021,170674,219991,219991,"DSF0000987032, DSF0000987033, DSF0000987034, DSF0001011811"
17,K161,P.S. 161 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / FLOOD ELIMINATION,Design,Complete,11/3/2021,6/30/2022,4/29/2022,848576,492717,492717,"DSF0000987032, DSF0000987033, DSF0000987034, DSF0001011811"
17,K161,P.S. 161 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / FLOOD ELIMINATION,Construction,In-Progress,8/11/2022,8/9/2024,,18678278,17449756,15952949,"DSF0000987032, DSF0000987033, DSF0000987034, DSF0001011811"
17,K161,P.S. 161 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / FLOOD ELIMINATION,"CM,F&E",In-Progress,8/11/2022,8/9/2024,,1231358,644773,632099,"DSF0000987032, DSF0000987033, DSF0000987034, DSF0001011811"
17,K161,P.S. 161 - BROOKLYN,Fast Track Projects,CTF- CHARTER MATCH PROMETHEAN BOARDS,Construction,In-Progress,7/29/2019,FTK,,FTK,289087,288587,DSF0000888771
17,K161,SUCCESS ACADEMY CROWN HEIGHTS (BROOKLYN 7),DOE - RESOA,FY17 RESO A PLAYGROUND REDEVELOPMENT,Construction,In-Progress,11/2/2021,DOER,,DOER,1008060,0,DSF0000844991
17,K167,NEW BRIDGES,SCA CIP,COVID VENTILATION,Scope,Complete,8/28/2020,12/28/2020,1/25/2021,50600,86110,86110,DSF0000961099
17,K167,NEW BRIDGES,SCA CIP,COVID VENTILATION,Design,Complete,2/3/2021,7/9/2021,12/22/2021,253000,501830,382372,DSF0000961099
17,K167,NEW BRIDGES,SCA CIP,COVID VENTILATION,Construction,In-Progress,7/5/2022,7/4/2023,,5692500,5884592,4026401,DSF0000961099
17,K167,NEW BRIDGES,SCA CIP,COVID VENTILATION,"CM,F&E",In-Progress,7/5/2022,7/4/2023,,354200,719404,696162,DSF0000961099
17,K167,NEW BRIDGES,SCA CIP RESOA,FY24 RESO A ROOM CONVERSION / PATH OF TRAVEL RESO A ROOM CONVERSION,Scope,Complete,12/1/2023,6/27/2024,7/25/2024,0,25080,25080,"DSF0001086006, DSF0001087014"
17,K167,NEW BRIDGES,SCA CIP RESOA,FY24 RESO A ROOM CONVERSION / PATH OF TRAVEL RESO A ROOM CONVERSION,Design,Complete,7/31/2024,12/2/2024,3/17/2025,30000,63116,55518,"DSF0001086006, DSF0001087014"
17,K167,NEW BRIDGES,SCA CIP RESOA,FY24 RESO A ROOM CONVERSION / PATH OF TRAVEL RESO A ROOM CONVERSION,Construction,In-Progress,9/25/2025,8/20/2026,,440000,310754,4067,"DSF0001086006, DSF0001087014"
17,K167,NEW BRIDGES,SCA CIP RESOA,FY24 RESO A ROOM CONVERSION / PATH OF TRAVEL RESO A ROOM CONVERSION,"CM,F&E",In-Progress,9/25/2025,8/20/2026,,30000,42698,20225,"DSF0001086006, DSF0001087014"
17,K167,NEW BRIDGES,SCA IEH,PO18-RM 206 - ABATE 10 LFT OF PIPE INSULATION FROM STEAM PIPE LOCATED 15 FT HIGH OFF THE FLOOR PASSI,Construction,Complete,5/15/2025,IEH,5/31/2025,IEH,21747,4917,SCA0000074274
17,K167,NEW BRIDGES,SCA IEH,PO18-ABATE AND REPLACE DAMAGED FLOOR TILES IN 3 LOCATIONS P.S. RESPONSE ACTION - PRIORITY 04,Construction,In-Progress,8/14/2025,IEH,,IEH,10293,443,SCA0000074667
17,K167,NEW BRIDGES,DOE - RESOA,FY23 RESO A ROOM CONVERSION,Construction,In-Progress,2/16/2024,DOER,,DOER,72986,0,DSF0001035453
17,K181,P.S. 181 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,Scope,Complete,6/9/2025,10/24/2025,9/17/2025,269107,108182,68487,"DSF0001118192, DSF0001118193, DSF0001118194"
17,K181,P.S. 181 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,Design,PNS,PNS,PNS,PNS,1255831,1255831,168828,"DSF0001118192, DSF0001118193, DSF0001118194"
17,K181,P.S. 181 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,Construction,PNS,PNS,PNS,PNS,19913899,19913899,0,"DSF0001118192, DSF0001118193, DSF0001118194"
17,K181,P.S. 181 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,"CM,F&E",PNS,PNS,PNS,PNS,1973450,1973450,8998,"DSF0001118192, DSF0001118193, DSF0001118194"
17,K181,P.S. 181 - BROOKLYN,DIIT - RESOA,FY25 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,2/27/2025,DIIR,4/28/2025,DIIR,100000,100000,DSF0001112597
17,K181,P.S. 181 - BROOKLYN,DOE - RESOA,FY22 RESO A WATER FOUNTAIN UPGRADES,Construction,In-Progress,4/28/2023,DOER,,DOER,71934,0,DSF0001033495
17,K181,P.S. 181 - BROOKLYN,DOE - RESOA,FY26 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,200000,0,DSF0001163785
17,K181,P.S. 181 - BROOKLYN,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,Complete,12/26/2024,DOES,1/7/2025,DOES,65832,10035,DSF0001084599
17,K189,P.S. 189 - BROOKLYN,SCA IEH,PO18-PLEASE REMOVE APPROX. 12 LINEAR FT OF VERTICAL STEAM PIPE INSULATION FROM  RISER WITH METTAL PR,Construction,In-Progress,7/24/2025,IEH,,IEH,6313,563,SCA0000074493
17,K189,P.S. 189 - BROOKLYN,DOE - RESOA,FY20 RESO A ROOM RENOVATION,Construction,In-Progress,12/6/2021,DOER,,DOER,152582,0,DSF0000913237
